;lat;long;site_id;datum;max_value;date;aqi;site_name
0;33.48378;-112.14256;040130019;NAD83;0.031;2023-01-01;29.0;WEST PHOENIX
1;33.48378;-112.14256;040130019;NAD83;0.034;2023-01-02;31.0;WEST PHOENIX
2;33.48378;-112.14256;040130019;NAD83;0.033;2023-01-03;31.0;WEST PHOENIX
3;33.48378;-112.14256;040130019;NAD83;0.032;2023-01-04;30.0;WEST PHOENIX
4;33.48378;-112.14256;040130019;NAD83;0.016;2023-01-05;15.0;WEST PHOENIX
5;33.48378;-112.14256;040130019;NAD83;0.017;2023-01-06;16.0;WEST PHOENIX
6;33.48378;-112.14256;040130019;NAD83;0.029;2023-01-07;27.0;WEST PHOENIX
7;33.48378;-112.14256;040130019;NAD83;0.03;2023-01-08;28.0;WEST PHOENIX
8;33.48378;-112.14256;040130019;NAD83;0.021;2023-01-09;19.0;WEST PHOENIX
9;33.48378;-112.14256;040130019;NAD83;0.021;2023-01-10;19.0;WEST PHOENIX
10;33.48378;-112.14256;040130019;NAD83;0.036;2023-01-11;33.0;WEST PHOENIX
11;33.48378;-112.14256;040130019;NAD83;0.031;2023-01-12;29.0;WEST PHOENIX
12;33.48378;-112.14256;040130019;NAD83;0.031;2023-01-13;29.0;WEST PHOENIX
13;33.48378;-112.14256;040130019;NAD83;0.009;2023-01-14;8.0;WEST PHOENIX
14;33.48378;-112.14256;040130019;NAD83;0.019;2023-01-15;18.0;WEST PHOENIX
15;33.48378;-112.14256;040130019;NAD83;0.029;2023-01-16;27.0;WEST PHOENIX
16;33.48378;-112.14256;040130019;NAD83;0.04;2023-01-17;37.0;WEST PHOENIX
17;33.48378;-112.14256;040130019;NAD83;0.035;2023-01-18;32.0;WEST PHOENIX
18;33.48378;-112.14256;040130019;NAD83;0.03;2023-01-19;28.0;WEST PHOENIX
19;33.48378;-112.14256;040130019;NAD83;0.036;2023-01-20;33.0;WEST PHOENIX
20;33.48378;-112.14256;040130019;NAD83;0.03;2023-01-21;28.0;WEST PHOENIX
21;33.48378;-112.14256;040130019;NAD83;0.033;2023-01-22;31.0;WEST PHOENIX
22;33.48378;-112.14256;040130019;NAD83;0.034;2023-01-23;31.0;WEST PHOENIX
23;33.48378;-112.14256;040130019;NAD83;0.033;2023-01-24;31.0;WEST PHOENIX
24;33.48378;-112.14256;040130019;NAD83;0.027;2023-01-25;25.0;WEST PHOENIX
25;33.48378;-112.14256;040130019;NAD83;0.041;2023-01-26;38.0;WEST PHOENIX
26;33.48378;-112.14256;040130019;NAD83;0.034;2023-01-27;31.0;WEST PHOENIX
27;33.48378;-112.14256;040130019;NAD83;0.032;2023-01-28;30.0;WEST PHOENIX
28;33.48378;-112.14256;040130019;NAD83;0.04;2023-01-29;37.0;WEST PHOENIX
29;33.48378;-112.14256;040130019;NAD83;0.037;2023-01-30;34.0;WEST PHOENIX
30;33.48378;-112.14256;040130019;NAD83;0.034;2023-01-31;31.0;WEST PHOENIX
31;33.48378;-112.14256;040130019;NAD83;0.036;2023-02-01;33.0;WEST PHOENIX
32;33.48378;-112.14256;040130019;NAD83;0.032;2023-02-02;30.0;WEST PHOENIX
33;33.48378;-112.14256;040130019;NAD83;0.034;2023-02-03;31.0;WEST PHOENIX
34;33.48378;-112.14256;040130019;NAD83;0.039;2023-02-04;36.0;WEST PHOENIX
35;33.48378;-112.14256;040130019;NAD83;0.043;2023-02-05;40.0;WEST PHOENIX
36;33.48378;-112.14256;040130019;NAD83;0.041;2023-02-06;38.0;WEST PHOENIX
37;33.48378;-112.14256;040130019;NAD83;0.033;2023-02-07;31.0;WEST PHOENIX
38;33.48378;-112.14256;040130019;NAD83;0.034;2023-02-08;31.0;WEST PHOENIX
39;33.48378;-112.14256;040130019;NAD83;0.046;2023-02-09;43.0;WEST PHOENIX
40;33.48378;-112.14256;040130019;NAD83;0.045;2023-02-10;42.0;WEST PHOENIX
41;33.48378;-112.14256;040130019;NAD83;0.044;2023-02-11;41.0;WEST PHOENIX
42;33.48378;-112.14256;040130019;NAD83;0.045;2023-02-12;42.0;WEST PHOENIX
43;33.48378;-112.14256;040130019;NAD83;0.039;2023-02-13;36.0;WEST PHOENIX
44;33.48378;-112.14256;040130019;NAD83;0.037;2023-02-14;34.0;WEST PHOENIX
45;33.48378;-112.14256;040130019;NAD83;0.039;2023-02-15;36.0;WEST PHOENIX
46;33.48378;-112.14256;040130019;NAD83;0.04;2023-02-16;37.0;WEST PHOENIX
47;33.48378;-112.14256;040130019;NAD83;0.043;2023-02-17;40.0;WEST PHOENIX
48;33.48378;-112.14256;040130019;NAD83;0.045;2023-02-18;42.0;WEST PHOENIX
49;33.48378;-112.14256;040130019;NAD83;0.04;2023-02-19;37.0;WEST PHOENIX
50;33.48378;-112.14256;040130019;NAD83;0.036;2023-02-20;33.0;WEST PHOENIX
51;33.48378;-112.14256;040130019;NAD83;0.037;2023-02-21;34.0;WEST PHOENIX
52;33.48378;-112.14256;040130019;NAD83;0.043;2023-02-22;40.0;WEST PHOENIX
53;33.48378;-112.14256;040130019;NAD83;0.041;2023-02-23;38.0;WEST PHOENIX
54;33.48378;-112.14256;040130019;NAD83;0.041;2023-02-24;38.0;WEST PHOENIX
55;33.48378;-112.14256;040130019;NAD83;0.043;2023-02-25;40.0;WEST PHOENIX
56;33.48378;-112.14256;040130019;NAD83;0.045;2023-02-26;42.0;WEST PHOENIX
57;33.48378;-112.14256;040130019;NAD83;0.044;2023-02-27;41.0;WEST PHOENIX
58;33.48378;-112.14256;040130019;NAD83;0.041;2023-02-28;38.0;WEST PHOENIX
59;33.48378;-112.14256;040130019;NAD83;0.04;2023-03-01;37.0;WEST PHOENIX
60;33.48378;-112.14256;040130019;NAD83;0.043;2023-03-02;40.0;WEST PHOENIX
61;33.48378;-112.14256;040130019;NAD83;0.043;2023-03-03;40.0;WEST PHOENIX
62;33.48378;-112.14256;040130019;NAD83;0.049;2023-03-04;45.0;WEST PHOENIX
63;33.48378;-112.14256;040130019;NAD83;0.04;2023-03-05;37.0;WEST PHOENIX
64;33.48378;-112.14256;040130019;NAD83;0.039;2023-03-06;36.0;WEST PHOENIX
65;33.48378;-112.14256;040130019;NAD83;0.039;2023-03-07;36.0;WEST PHOENIX
66;33.48378;-112.14256;040130019;NAD83;0.045;2023-03-08;42.0;WEST PHOENIX
67;33.48378;-112.14256;040130019;NAD83;0.037;2023-03-09;34.0;WEST PHOENIX
68;33.48378;-112.14256;040130019;NAD83;0.041;2023-03-10;38.0;WEST PHOENIX
69;33.48378;-112.14256;040130019;NAD83;0.026;2023-03-11;24.0;WEST PHOENIX
70;33.48378;-112.14256;040130019;NAD83;0.043;2023-03-12;40.0;WEST PHOENIX
71;33.48378;-112.14256;040130019;NAD83;0.043;2023-03-13;40.0;WEST PHOENIX
72;33.48378;-112.14256;040130019;NAD83;0.042;2023-03-14;39.0;WEST PHOENIX
73;33.48378;-112.14256;040130019;NAD83;0.028;2023-03-15;26.0;WEST PHOENIX
74;33.48378;-112.14256;040130019;NAD83;0.039;2023-03-16;36.0;WEST PHOENIX
75;33.48378;-112.14256;040130019;NAD83;0.046;2023-03-17;43.0;WEST PHOENIX
76;33.48378;-112.14256;040130019;NAD83;0.049;2023-03-18;45.0;WEST PHOENIX
77;33.48378;-112.14256;040130019;NAD83;0.045;2023-03-19;42.0;WEST PHOENIX
78;33.48378;-112.14256;040130019;NAD83;0.04;2023-03-20;37.0;WEST PHOENIX
79;33.48378;-112.14256;040130019;NAD83;0.023;2023-03-21;21.0;WEST PHOENIX
80;33.48378;-112.14256;040130019;NAD83;0.049;2023-03-22;45.0;WEST PHOENIX
81;33.48378;-112.14256;040130019;NAD83;0.049;2023-03-23;45.0;WEST PHOENIX
82;33.48378;-112.14256;040130019;NAD83;0.047;2023-03-24;44.0;WEST PHOENIX
83;33.48378;-112.14256;040130019;NAD83;0.05;2023-03-25;46.0;WEST PHOENIX
84;33.48378;-112.14256;040130019;NAD83;0.05;2023-03-26;46.0;WEST PHOENIX
85;33.48378;-112.14256;040130019;NAD83;0.052;2023-03-27;48.0;WEST PHOENIX
86;33.48378;-112.14256;040130019;NAD83;0.051;2023-03-28;47.0;WEST PHOENIX
87;33.48378;-112.14256;040130019;NAD83;0.05;2023-03-29;46.0;WEST PHOENIX
88;33.48378;-112.14256;040130019;NAD83;0.048;2023-03-30;44.0;WEST PHOENIX
89;33.48378;-112.14256;040130019;NAD83;0.055;2023-03-31;51.0;WEST PHOENIX
90;33.48378;-112.14256;040130019;NAD83;0.058;2023-04-01;61.0;WEST PHOENIX
91;33.48378;-112.14256;040130019;NAD83;0.057;2023-04-02;58.0;WEST PHOENIX
92;33.48378;-112.14256;040130019;NAD83;0.053;2023-04-03;49.0;WEST PHOENIX
93;33.48378;-112.14256;040130019;NAD83;0.047;2023-04-04;44.0;WEST PHOENIX
94;33.48378;-112.14256;040130019;NAD83;0.05;2023-04-05;46.0;WEST PHOENIX
95;33.48378;-112.14256;040130019;NAD83;0.056;2023-04-06;54.0;WEST PHOENIX
96;33.48378;-112.14256;040130019;NAD83;0.055;2023-04-07;51.0;WEST PHOENIX
97;33.48378;-112.14256;040130019;NAD83;0.055;2023-04-08;51.0;WEST PHOENIX
98;33.48378;-112.14256;040130019;NAD83;0.062;2023-04-09;74.0;WEST PHOENIX
99;33.48378;-112.14256;040130019;NAD83;0.061;2023-04-10;71.0;WEST PHOENIX
100;33.48378;-112.14256;040130019;NAD83;0.065;2023-04-11;84.0;WEST PHOENIX
101;33.48378;-112.14256;040130019;NAD83;0.055;2023-04-12;51.0;WEST PHOENIX
102;33.48378;-112.14256;040130019;NAD83;0.047;2023-04-13;44.0;WEST PHOENIX
103;33.48378;-112.14256;040130019;NAD83;0.054;2023-04-14;50.0;WEST PHOENIX
104;33.48378;-112.14256;040130019;NAD83;0.063;2023-04-15;77.0;WEST PHOENIX
105;33.48378;-112.14256;040130019;NAD83;0.065;2023-04-16;84.0;WEST PHOENIX
106;33.48378;-112.14256;040130019;NAD83;0.057;2023-04-17;58.0;WEST PHOENIX
107;33.48378;-112.14256;040130019;NAD83;0.058;2023-04-18;61.0;WEST PHOENIX
108;33.48378;-112.14256;040130019;NAD83;0.061;2023-04-19;71.0;WEST PHOENIX
109;33.48378;-112.14256;040130019;NAD83;;2023-04-20;;WEST PHOENIX
110;33.48378;-112.14256;040130019;NAD83;;2023-04-21;;WEST PHOENIX
111;33.48378;-112.14256;040130019;NAD83;;2023-04-22;;WEST PHOENIX
112;33.48378;-112.14256;040130019;NAD83;;2023-04-23;;WEST PHOENIX
113;33.48378;-112.14256;040130019;NAD83;0.053;2023-04-24;49.0;WEST PHOENIX
114;33.48378;-112.14256;040130019;NAD83;0.058;2023-04-25;61.0;WEST PHOENIX
115;33.48378;-112.14256;040130019;NAD83;0.069;2023-04-26;97.0;WEST PHOENIX
116;33.48378;-112.14256;040130019;NAD83;0.065;2023-04-27;84.0;WEST PHOENIX
117;33.48378;-112.14256;040130019;NAD83;0.059;2023-04-28;64.0;WEST PHOENIX
118;33.48378;-112.14256;040130019;NAD83;0.058;2023-04-29;61.0;WEST PHOENIX
119;33.48378;-112.14256;040130019;NAD83;0.059;2023-04-30;64.0;WEST PHOENIX
120;33.48378;-112.14256;040130019;NAD83;0.048;2023-05-01;44.0;WEST PHOENIX
121;33.48378;-112.14256;040130019;NAD83;0.046;2023-05-02;43.0;WEST PHOENIX
122;33.48378;-112.14256;040130019;NAD83;0.049;2023-05-03;45.0;WEST PHOENIX
123;33.48378;-112.14256;040130019;NAD83;0.049;2023-05-04;45.0;WEST PHOENIX
124;33.48378;-112.14256;040130019;NAD83;0.052;2023-05-05;48.0;WEST PHOENIX
125;33.48378;-112.14256;040130019;NAD83;0.052;2023-05-06;48.0;WEST PHOENIX
126;33.48378;-112.14256;040130019;NAD83;0.058;2023-05-07;61.0;WEST PHOENIX
127;33.48378;-112.14256;040130019;NAD83;0.055;2023-05-08;51.0;WEST PHOENIX
128;33.48378;-112.14256;040130019;NAD83;0.058;2023-05-09;61.0;WEST PHOENIX
129;33.48378;-112.14256;040130019;NAD83;0.058;2023-05-10;61.0;WEST PHOENIX
130;33.48378;-112.14256;040130019;NAD83;0.063;2023-05-11;77.0;WEST PHOENIX
131;33.48378;-112.14256;040130019;NAD83;0.064;2023-05-12;80.0;WEST PHOENIX
132;33.48378;-112.14256;040130019;NAD83;0.062;2023-05-13;74.0;WEST PHOENIX
133;33.48378;-112.14256;040130019;NAD83;0.066;2023-05-14;87.0;WEST PHOENIX
134;33.48378;-112.14256;040130019;NAD83;0.066;2023-05-15;87.0;WEST PHOENIX
135;33.48378;-112.14256;040130019;NAD83;0.066;2023-05-15;87.0;WEST PHOENIX
136;33.48378;-112.14256;040130019;NAD83;0.066;2023-05-15;87.0;WEST PHOENIX
137;33.48378;-112.14256;040130019;NAD83;0.072;2023-05-16;105.0;WEST PHOENIX
138;33.48378;-112.14256;040130019;NAD83;0.072;2023-05-16;105.0;WEST PHOENIX
139;33.48378;-112.14256;040130019;NAD83;0.056;2023-05-17;122.0;WEST PHOENIX
140;33.48378;-112.14256;040130019;NAD83;0.077;2023-05-17;122.0;WEST PHOENIX
141;33.48378;-112.14256;040130019;NAD83;0.077;2023-05-17;122.0;WEST PHOENIX
142;33.48378;-112.14256;040130019;NAD83;0.062;2023-05-18;74.0;WEST PHOENIX
143;33.48378;-112.14256;040130019;NAD83;0.055;2023-05-19;51.0;WEST PHOENIX
144;33.48378;-112.14256;040130019;NAD83;0.055;2023-05-19;51.0;WEST PHOENIX
145;33.48378;-112.14256;040130019;NAD83;0.055;2023-05-19;51.0;WEST PHOENIX
146;33.48378;-112.14256;040130019;NAD83;0.036;2023-05-20;115.0;WEST PHOENIX
147;33.48378;-112.14256;040130019;NAD83;0.075;2023-05-20;115.0;WEST PHOENIX
148;33.48378;-112.14256;040130019;NAD83;0.075;2023-05-20;115.0;WEST PHOENIX
149;33.48378;-112.14256;040130019;NAD83;0.068;2023-05-21;93.0;WEST PHOENIX
150;33.48378;-112.14256;040130019;NAD83;0.062;2023-05-22;74.0;WEST PHOENIX
151;33.48378;-112.14256;040130019;NAD83;0.052;2023-05-23;48.0;WEST PHOENIX
152;33.48378;-112.14256;040130019;NAD83;0.056;2023-05-24;54.0;WEST PHOENIX
153;33.48378;-112.14256;040130019;NAD83;0.059;2023-05-25;64.0;WEST PHOENIX
154;33.48378;-112.14256;040130019;NAD83;0.052;2023-05-26;48.0;WEST PHOENIX
155;33.48378;-112.14256;040130019;NAD83;0.058;2023-05-27;61.0;WEST PHOENIX
156;33.48378;-112.14256;040130019;NAD83;0.057;2023-05-28;58.0;WEST PHOENIX
157;33.48378;-112.14256;040130019;NAD83;0.047;2023-05-29;44.0;WEST PHOENIX
158;33.48378;-112.14256;040130019;NAD83;0.044;2023-05-30;41.0;WEST PHOENIX
159;33.48378;-112.14256;040130019;NAD83;0.048;2023-05-31;44.0;WEST PHOENIX
160;33.48378;-112.14256;040130019;NAD83;0.066;2023-06-01;87.0;WEST PHOENIX
161;33.48378;-112.14256;040130019;NAD83;0.056;2023-06-02;54.0;WEST PHOENIX
162;33.48378;-112.14256;040130019;NAD83;0.059;2023-06-03;64.0;WEST PHOENIX
163;33.48378;-112.14256;040130019;NAD83;0.064;2023-06-04;80.0;WEST PHOENIX
164;33.48378;-112.14256;040130019;NAD83;0.061;2023-06-05;71.0;WEST PHOENIX
165;33.48378;-112.14256;040130019;NAD83;0.054;2023-06-06;50.0;WEST PHOENIX
166;33.48378;-112.14256;040130019;NAD83;0.06;2023-06-07;67.0;WEST PHOENIX
167;33.48378;-112.14256;040130019;NAD83;0.067;2023-06-08;90.0;WEST PHOENIX
168;33.48378;-112.14256;040130019;NAD83;0.067;2023-06-09;90.0;WEST PHOENIX
169;33.48378;-112.14256;040130019;NAD83;0.066;2023-06-10;87.0;WEST PHOENIX
170;33.48378;-112.14256;040130019;NAD83;0.053;2023-06-11;49.0;WEST PHOENIX
171;33.48378;-112.14256;040130019;NAD83;0.059;2023-06-12;64.0;WEST PHOENIX
172;33.48378;-112.14256;040130019;NAD83;0.065;2023-06-13;84.0;WEST PHOENIX
173;33.48378;-112.14256;040130019;NAD83;0.065;2023-06-14;84.0;WEST PHOENIX
174;33.48378;-112.14256;040130019;NAD83;0.062;2023-06-15;74.0;WEST PHOENIX
175;33.48378;-112.14256;040130019;NAD83;0.06;2023-06-16;67.0;WEST PHOENIX
176;33.48378;-112.14256;040130019;NAD83;0.069;2023-06-17;97.0;WEST PHOENIX
177;33.48378;-112.14256;040130019;NAD83;0.06;2023-06-18;67.0;WEST PHOENIX
178;33.48378;-112.14256;040130019;NAD83;0.063;2023-06-19;77.0;WEST PHOENIX
179;33.48378;-112.14256;040130019;NAD83;0.047;2023-06-20;44.0;WEST PHOENIX
180;33.48378;-112.14256;040130019;NAD83;0.05;2023-06-21;46.0;WEST PHOENIX
181;33.48378;-112.14256;040130019;NAD83;0.05;2023-06-21;46.0;WEST PHOENIX
182;33.48378;-112.14256;040130019;NAD83;0.05;2023-06-21;46.0;WEST PHOENIX
183;33.48378;-112.14256;040130019;NAD83;0.052;2023-06-22;119.0;WEST PHOENIX
184;33.48378;-112.14256;040130019;NAD83;0.076;2023-06-22;119.0;WEST PHOENIX
185;33.48378;-112.14256;040130019;NAD83;0.076;2023-06-22;119.0;WEST PHOENIX
186;33.48378;-112.14256;040130019;NAD83;0.061;2023-06-23;71.0;WEST PHOENIX
187;33.48378;-112.14256;040130019;NAD83;0.061;2023-06-23;71.0;WEST PHOENIX
188;33.48378;-112.14256;040130019;NAD83;0.061;2023-06-23;71.0;WEST PHOENIX
189;33.48378;-112.14256;040130019;NAD83;0.071;2023-06-24;101.0;WEST PHOENIX
190;33.48378;-112.14256;040130019;NAD83;0.071;2023-06-24;101.0;WEST PHOENIX
191;33.48378;-112.14256;040130019;NAD83;0.026;2023-06-25;115.0;WEST PHOENIX
192;33.48378;-112.14256;040130019;NAD83;0.075;2023-06-25;115.0;WEST PHOENIX
193;33.48378;-112.14256;040130019;NAD83;0.075;2023-06-25;115.0;WEST PHOENIX
194;33.48378;-112.14256;040130019;NAD83;0.062;2023-06-26;74.0;WEST PHOENIX
195;33.48378;-112.14256;040130019;NAD83;0.061;2023-06-27;71.0;WEST PHOENIX
196;33.48378;-112.14256;040130019;NAD83;0.053;2023-06-28;49.0;WEST PHOENIX
197;33.48378;-112.14256;040130019;NAD83;0.063;2023-06-29;77.0;WEST PHOENIX
198;33.48378;-112.14256;040130019;NAD83;0.07;2023-06-30;100.0;WEST PHOENIX
199;33.48378;-112.14256;040130019;NAD83;0.07;2023-06-30;100.0;WEST PHOENIX
200;33.48378;-112.14256;040130019;NAD83;0.07;2023-06-30;100.0;WEST PHOENIX
201;33.48378;-112.14256;040130019;NAD83;0.037;2023-07-01;101.0;WEST PHOENIX
202;33.48378;-112.14256;040130019;NAD83;0.071;2023-07-01;101.0;WEST PHOENIX
203;33.48378;-112.14256;040130019;NAD83;0.071;2023-07-01;101.0;WEST PHOENIX
204;33.48378;-112.14256;040130019;NAD83;0.064;2023-07-02;80.0;WEST PHOENIX
205;33.48378;-112.14256;040130019;NAD83;0.06;2023-07-03;67.0;WEST PHOENIX
206;33.48378;-112.14256;040130019;NAD83;0.056;2023-07-04;54.0;WEST PHOENIX
207;33.48378;-112.14256;040130019;NAD83;0.051;2023-07-05;47.0;WEST PHOENIX
208;33.48378;-112.14256;040130019;NAD83;0.054;2023-07-06;50.0;WEST PHOENIX
209;33.48378;-112.14256;040130019;NAD83;0.054;2023-07-06;50.0;WEST PHOENIX
210;33.48378;-112.14256;040130019;NAD83;0.054;2023-07-06;50.0;WEST PHOENIX
211;33.48378;-112.14256;040130019;NAD83;0.027;2023-07-07;112.0;WEST PHOENIX
212;33.48378;-112.14256;040130019;NAD83;0.074;2023-07-07;112.0;WEST PHOENIX
213;33.48378;-112.14256;040130019;NAD83;0.074;2023-07-07;112.0;WEST PHOENIX
214;33.48378;-112.14256;040130019;NAD83;0.069;2023-07-08;97.0;WEST PHOENIX
215;33.48378;-112.14256;040130019;NAD83;0.064;2023-07-09;80.0;WEST PHOENIX
216;33.48378;-112.14256;040130019;NAD83;0.055;2023-07-10;51.0;WEST PHOENIX
217;33.48378;-112.14256;040130019;NAD83;0.047;2023-07-11;44.0;WEST PHOENIX
218;33.48378;-112.14256;040130019;NAD83;0.044;2023-07-12;41.0;WEST PHOENIX
219;33.48378;-112.14256;040130019;NAD83;0.041;2023-07-13;38.0;WEST PHOENIX
220;33.48378;-112.14256;040130019;NAD83;0.042;2023-07-14;39.0;WEST PHOENIX
221;33.48378;-112.14256;040130019;NAD83;0.044;2023-07-15;41.0;WEST PHOENIX
222;33.48378;-112.14256;040130019;NAD83;0.046;2023-07-16;43.0;WEST PHOENIX
223;33.48378;-112.14256;040130019;NAD83;0.058;2023-07-17;61.0;WEST PHOENIX
224;33.48378;-112.14256;040130019;NAD83;0.067;2023-07-18;90.0;WEST PHOENIX
225;33.48378;-112.14256;040130019;NAD83;0.058;2023-07-19;61.0;WEST PHOENIX
226;33.48378;-112.14256;040130019;NAD83;0.054;2023-07-20;50.0;WEST PHOENIX
227;33.48378;-112.14256;040130019;NAD83;0.054;2023-07-21;50.0;WEST PHOENIX
228;33.48378;-112.14256;040130019;NAD83;0.054;2023-07-21;50.0;WEST PHOENIX
229;33.48378;-112.14256;040130019;NAD83;0.054;2023-07-21;50.0;WEST PHOENIX
230;33.48378;-112.14256;040130019;NAD83;0.053;2023-07-22;101.0;WEST PHOENIX
231;33.48378;-112.14256;040130019;NAD83;0.071;2023-07-22;101.0;WEST PHOENIX
232;33.48378;-112.14256;040130019;NAD83;0.071;2023-07-22;101.0;WEST PHOENIX
233;33.48378;-112.14256;040130019;NAD83;0.066;2023-07-23;87.0;WEST PHOENIX
234;33.48378;-112.14256;040130019;NAD83;0.066;2023-07-23;87.0;WEST PHOENIX
235;33.48378;-112.14256;040130019;NAD83;0.066;2023-07-23;87.0;WEST PHOENIX
236;33.48378;-112.14256;040130019;NAD83;0.076;2023-07-24;119.0;WEST PHOENIX
237;33.48378;-112.14256;040130019;NAD83;0.076;2023-07-24;119.0;WEST PHOENIX
238;33.48378;-112.14256;040130019;NAD83;0.026;2023-07-25;115.0;WEST PHOENIX
239;33.48378;-112.14256;040130019;NAD83;0.075;2023-07-25;115.0;WEST PHOENIX
240;33.48378;-112.14256;040130019;NAD83;0.075;2023-07-25;115.0;WEST PHOENIX
241;33.48378;-112.14256;040130019;NAD83;0.056;2023-07-26;54.0;WEST PHOENIX
242;33.48378;-112.14256;040130019;NAD83;0.056;2023-07-26;54.0;WEST PHOENIX
243;33.48378;-112.14256;040130019;NAD83;0.056;2023-07-26;54.0;WEST PHOENIX
244;33.48378;-112.14256;040130019;NAD83;0.032;2023-07-27;143.0;WEST PHOENIX
245;33.48378;-112.14256;040130019;NAD83;0.083;2023-07-27;143.0;WEST PHOENIX
246;33.48378;-112.14256;040130019;NAD83;0.083;2023-07-27;143.0;WEST PHOENIX
247;33.48378;-112.14256;040130019;NAD83;0.05;2023-07-28;46.0;WEST PHOENIX
248;33.48378;-112.14256;040130019;NAD83;0.052;2023-07-29;48.0;WEST PHOENIX
249;33.48378;-112.14256;040130019;NAD83;0.062;2023-07-30;74.0;WEST PHOENIX
250;33.48378;-112.14256;040130019;NAD83;0.062;2023-07-30;74.0;WEST PHOENIX
251;33.48378;-112.14256;040130019;NAD83;0.062;2023-07-30;74.0;WEST PHOENIX
252;33.48378;-112.14256;040130019;NAD83;0.087;2023-07-31;154.0;WEST PHOENIX
253;33.48378;-112.14256;040130019;NAD83;0.087;2023-07-31;154.0;WEST PHOENIX
254;33.48378;-112.14256;040130019;NAD83;0.034;2023-08-01;115.0;WEST PHOENIX
255;33.48378;-112.14256;040130019;NAD83;0.075;2023-08-01;115.0;WEST PHOENIX
256;33.48378;-112.14256;040130019;NAD83;0.075;2023-08-01;115.0;WEST PHOENIX
257;33.48378;-112.14256;040130019;NAD83;0.052;2023-08-02;48.0;WEST PHOENIX
258;33.48378;-112.14256;040130019;NAD83;0.056;2023-08-03;54.0;WEST PHOENIX
259;33.48378;-112.14256;040130019;NAD83;0.065;2023-08-04;84.0;WEST PHOENIX
260;33.48378;-112.14256;040130019;NAD83;0.051;2023-08-05;47.0;WEST PHOENIX
261;33.48378;-112.14256;040130019;NAD83;0.042;2023-08-06;39.0;WEST PHOENIX
262;33.48378;-112.14256;040130019;NAD83;0.033;2023-08-07;31.0;WEST PHOENIX
263;33.48378;-112.14256;040130019;NAD83;0.036;2023-08-08;33.0;WEST PHOENIX
264;33.48378;-112.14256;040130019;NAD83;0.043;2023-08-09;40.0;WEST PHOENIX
265;33.48378;-112.14256;040130019;NAD83;0.035;2023-08-10;32.0;WEST PHOENIX
266;33.48378;-112.14256;040130019;NAD83;0.041;2023-08-11;38.0;WEST PHOENIX
267;33.48378;-112.14256;040130019;NAD83;0.043;2023-08-12;40.0;WEST PHOENIX
268;33.48378;-112.14256;040130019;NAD83;0.046;2023-08-13;43.0;WEST PHOENIX
269;33.48378;-112.14256;040130019;NAD83;0.052;2023-08-14;48.0;WEST PHOENIX
270;33.48378;-112.14256;040130019;NAD83;0.07;2023-08-15;100.0;WEST PHOENIX
271;33.48378;-112.14256;040130019;NAD83;0.065;2023-08-16;84.0;WEST PHOENIX
272;33.48378;-112.14256;040130019;NAD83;0.065;2023-08-16;84.0;WEST PHOENIX
273;33.48378;-112.14256;040130019;NAD83;0.065;2023-08-16;84.0;WEST PHOENIX
274;33.48378;-112.14256;040130019;NAD83;0.077;2023-08-17;122.0;WEST PHOENIX
275;33.48378;-112.14256;040130019;NAD83;0.077;2023-08-17;122.0;WEST PHOENIX
276;33.48378;-112.14256;040130019;NAD83;0.04;2023-08-18;115.0;WEST PHOENIX
277;33.48378;-112.14256;040130019;NAD83;0.075;2023-08-18;115.0;WEST PHOENIX
278;33.48378;-112.14256;040130019;NAD83;0.075;2023-08-18;115.0;WEST PHOENIX
279;33.48378;-112.14256;040130019;NAD83;0.046;2023-08-19;43.0;WEST PHOENIX
280;33.48378;-112.14256;040130019;NAD83;0.036;2023-08-20;33.0;WEST PHOENIX
281;33.48378;-112.14256;040130019;NAD83;0.038;2023-08-21;35.0;WEST PHOENIX
282;33.48378;-112.14256;040130019;NAD83;0.063;2023-08-22;77.0;WEST PHOENIX
283;33.48378;-112.14256;040130019;NAD83;0.057;2023-08-23;58.0;WEST PHOENIX
284;33.48378;-112.14256;040130019;NAD83;0.057;2023-08-23;58.0;WEST PHOENIX
285;33.48378;-112.14256;040130019;NAD83;0.057;2023-08-23;58.0;WEST PHOENIX
286;33.48378;-112.14256;040130019;NAD83;0.079;2023-08-24;129.0;WEST PHOENIX
287;33.48378;-112.14256;040130019;NAD83;0.079;2023-08-24;129.0;WEST PHOENIX
288;33.48378;-112.14256;040130019;NAD83;0.026;2023-08-25;115.0;WEST PHOENIX
289;33.48378;-112.14256;040130019;NAD83;0.075;2023-08-25;115.0;WEST PHOENIX
290;33.48378;-112.14256;040130019;NAD83;0.075;2023-08-25;115.0;WEST PHOENIX
291;33.48378;-112.14256;040130019;NAD83;0.07;2023-08-26;100.0;WEST PHOENIX
292;33.48378;-112.14256;040130019;NAD83;0.061;2023-08-27;71.0;WEST PHOENIX
293;33.48378;-112.14256;040130019;NAD83;0.075;2023-08-28;115.0;WEST PHOENIX
294;33.48378;-112.14256;040130019;NAD83;0.065;2023-08-29;84.0;WEST PHOENIX
295;33.48378;-112.14256;040130019;NAD83;0.061;2023-08-30;71.0;WEST PHOENIX
296;33.48378;-112.14256;040130019;NAD83;0.055;2023-08-31;51.0;WEST PHOENIX
